-562.927626395418,-580.520038134184,-560.925117270356,-578.520383794945
-562.927626395418,-580.520038131137,-560.92512343567,-578.520383794945
-562.927626395418,-580.520038134191,-560.925219601434,-578.520383794945
-562.927626395418,-580.520038134194,-560.925158997771,-578.520383794945
-562.927626395418,-580.520038128442,-560.925108650606,-578.520383794945
-562.927626395418,-580.520038133481,-560.925112409668,-578.520383794945
-562.927626395418,-580.520038126584,-560.925113314455,-578.520383794945
-562.927626395418,-580.520038120098,-560.925132713502,-578.520383794945
-562.927626395418,-580.520038134004,-560.925396862297,-578.520383794945
-562.927626395418,-580.520038134007,-560.927626013663,-578.520383794945
-562.927626395418,-580.520038133803,-560.925139556859,-578.520383794945
-562.927626395418,-580.520038133804,-560.925109919344,-578.520383794945
-562.927626395418,-580.520038134136,-560.925119836343,-578.520383794945
-562.927626395418,-580.520038134187,-560.925138272057,-578.520383794945
-562.927626395418,-580.52003813418,-560.925121119504,-578.520383794945
-562.927626395418,-580.520038133551,-560.925133394302,-578.520383794945
-562.927626395418,-580.520038134193,-560.925155027577,-578.520383794945
-562.927626395418,-580.520038131888,-560.925153642615,-578.520383794945
-562.927626395418,-580.520038134193,-560.925139822645,-578.520383794945
-562.927626395418,-580.520038134156,-560.92511662774,-578.520383794945
-562.927626395418,-580.520038134193,-560.925123527294,-578.520383794945
-562.927626395418,-580.520038134192,-560.925128173811,-578.520383794945
-562.927626395418,-580.520038134078,-560.925136223468,-578.520383794945
-562.927626395418,-580.520038133727,-560.925115256698,-578.520383794945
-562.927626395418,-580.520038133706,-560.925114871434,-578.520383794945
-562.927626395418,-580.520038134041,-560.925120491772,-578.520383794945
-562.927626395418,-580.520038134192,-560.925109483288,-578.520383794945
-562.927626395418,-580.520038134126,-560.92511054404,-578.520383794945
-562.927626395418,-580.520038134138,-560.925144783602,-578.520383794945
-562.927626395418,-580.52003813419,-560.925127567916,-578.520383794945
-562.927626395418,-580.52003813417,-560.925116308357,-578.520383794945
-562.927626395418,-580.52003813408,-560.925182891586,-578.520383794945
-562.927626395418,-580.520038108857,-560.925127888446,-578.520383794945
-562.927626395418,-580.520038133986,-560.925119201446,-578.520383794945
-562.927626395418,-580.520038132944,-560.925177831287,-578.520383794945
-562.927626395418,-580.520038130588,-560.925120868755,-578.520383794945
-562.927626395418,-580.52003812926,-560.925131896924,-578.520383794945
-562.927626395418,-580.520038133245,-560.925162228493,-578.520383794945
-562.927626395418,-580.520038134192,-560.925123743573,-578.520383794945
-562.927626395418,-580.52003813419,-560.925108348483,-578.520383794945
-562.927626395418,-580.520038134185,-560.925110997794,-578.520383794945
-562.927626395418,-580.520038134192,-560.925118209285,-578.520383794945
-562.927626395418,-580.52003812867,-560.925181791158,-578.520383794945
-562.927626395418,-580.520038133488,-560.925123402273,-578.520383794945
-562.927626395418,-580.520038134189,-560.925110605589,-578.520383794945
-562.927626395418,-580.520038134139,-560.925120453809,-578.520383794945
-562.927626395418,-580.520038134194,-560.925133650458,-578.520383794945
-562.927626395418,-580.520038134193,-560.925282080106,-578.520383794945
-562.927626395418,-580.520038134194,-560.925148409011,-578.520383794945
-562.927626395418,-580.520038133659,-560.925152979205,-578.520383794945
-562.927626395418,-580.52003813399,-560.925134864009,-578.520383794945
-562.927626395418,-580.520038132784,-560.925138137839,-578.520383794945
-562.927626395418,-580.520038134024,-560.925141643493,-578.520383794945
-562.927626395418,-580.520038132526,-560.92514189216,-578.520383794945
-562.927626395418,-580.520038133488,-560.925125532457,-578.520383794945
-562.927626395418,-580.520038133543,-560.925355442856,-578.520383794945
-562.927626395418,-580.520038125997,-560.925134944493,-578.520383794945
-562.927626395418,-580.520038133962,-560.925214551361,-578.520383794945
-562.927626395418,-580.520038134193,-560.925147716637,-578.520383794945
-562.927626395418,-580.520038134193,-560.92512131069,-578.520383794945
-562.927626395418,-580.520038121099,-560.925554864054,-578.520383794945
-562.927626395418,-278.163156178424,-560.925131215931,-578.520383794945
-562.927626395418,-580.520038134138,-560.9251297853,-578.520383794945
-562.927626395418,-580.520038134025,-560.92510849281,-578.520383794945
-562.927626395418,-580.520038134193,-560.925134502411,-578.520383794945
-562.927626395418,-580.520038132485,-560.925146304251,-578.520383794945
-562.927626395418,-580.520038134193,-560.925165955258,-578.520383794945
-562.927626395418,-580.520038128055,-560.925136495504,-578.520383794945
-562.927626395418,-580.520038133126,-560.925146770782,-578.520383794945
-562.927626395418,-580.520038131506,-560.925116462432,-578.520383794945
-562.927626395418,-580.520038133545,-560.925162096356,-578.520383794945
-562.927626395418,-580.520038134183,-560.925117840814,-578.520383794945
-562.927626395418,-580.520038134193,-560.925135902092,-578.520383794945
-562.927626395418,-580.520038134192,-560.925148690532,-578.520383794945
-562.927626395418,-580.520038134188,-560.925110534387,-578.520383794945
-562.927626395418,-580.520038117117,-560.925138735191,-578.520383794945
-562.927626395418,-580.520038134096,-560.925112068881,-578.520383794945
-562.927626395418,-580.520038134185,-560.925280376961,-578.520383794945
-562.927626395418,-580.520038134193,-560.925129444766,-578.520383794945
-562.927626395418,-580.520038134193,-560.925131671372,-578.520383794945
-562.927626395418,-580.520038134189,-560.925117901436,-578.520383794945
-562.927626395418,-580.520038134142,-560.925107824619,-578.520383794945
-562.927626395418,-580.520038132619,-560.925114994515,-578.520383794945
-562.927626395418,-580.520038133434,-560.92513017562,-578.520383794945
-562.927626395418,-580.520038134194,-560.92511662144,-578.520383794945
-562.927626395418,-580.520038134183,-560.927626013628,-578.520383794945
-562.927626395418,-580.520038134099,-560.925318370132,-578.520383794945
-562.927626395418,-580.520038131084,-560.925135416266,-578.520383794945
-562.927626395418,-580.520038130065,-560.925155955255,-578.520383794945
-562.927626395418,-580.520038134194,-560.925125494602,-578.520383794945
-562.927626395418,-580.520038134076,-560.925133428004,-578.520383794945
-562.927626395418,-580.520038134179,-560.925199455851,-578.520383794945
-562.927626395418,-580.520038134192,-560.925125323952,-578.520383794945
-562.927626395418,-580.520038134189,-560.925122716055,-578.520383794945
-562.927626395418,-580.520038134194,-560.925112870962,-578.520383794945
-562.927626395418,-580.520038134193,-560.925134483557,-578.520383794945
-562.927626395418,-580.520038134181,-560.925134231362,-578.520383794945
-562.927626395418,-580.520038134124,-560.925165263012,-578.520383794945
-562.927626395418,-580.520038134193,-560.927038204773,-578.520383794945
-562.927626395418,-580.520038134056,-560.925122831638,-578.520383794945
